post,sentiment,url,published_date,published_time,price_btc,confidence,sentiment_label,sentiment_score
"MicroStrategy Acquires 3,459 Bitcoins for $285.8 Million, Total Holdings Reach 531,644 BTC",Neutral,https://cryptopanic.com/news/21072568/MicroStrategy-Acquires-3459-Bitcoins-for-2858-Million-Total-Holdings-Reach-531644-BTC?mtm_campaign=API-OFA,4/14/2025,14:30:40,84591.58,0.999881268,Neutral,0.933148861
"MicroStrategy Acquires 3,459 Bitcoins for $285.8 Million, Total Holdings Reach 531,644 BTC",Neutral,https://cryptopanic.com/news/21072568/MicroStrategy-Acquires-3459-Bitcoins-for-2858-Million-Total-Holdings-Reach-531644-BTC?mtm_campaign=API-OFA,4/14/2025,14:30:40,84591.58,0.999881268,Neutral,0.933148861
"Saylor’s Strategy adds 3,459 Bitcoin, now holds 531,644 BTC",Neutral,https://cryptopanic.com/news/21069129/Saylors-Strategy-adds-3459-Bitcoin-now-holds-531644-BTC?mtm_campaign=API-OFA,4/14/2025,12:03:51,84591.58,0.999981284,Bullish,0.542691052
"MicroStrategy Acquires 3,459 Bitcoins for $285.8 Million, Total Holdings Reach 531,644 BTC",Neutral,https://cryptopanic.com/news/21072568/MicroStrategy-Acquires-3459-Bitcoins-for-2858-Million-Total-Holdings-Reach-531644-BTC?mtm_campaign=API-OFA,4/14/2025,14:30:40,103997,0.999881268,Neutral,0.933148861
"MicroStrategy Acquires 3,459 Bitcoins for $285.8 Million, Total Holdings Reach 531,644 BTC",Neutral,https://cryptopanic.com/news/21072568/MicroStrategy-Acquires-3459-Bitcoins-for-2858-Million-Total-Holdings-Reach-531644-BTC?mtm_campaign=API-OFA,4/14/2025,14:30:40,103945,0.999881268,Neutral,0.933148861
Family offices show stronger preference for Ethereum ETFs over Bitcoin,Positive,https://cryptopanic.com/news/21115646/Family-offices-show-stronger-preference-for-Ethereum-ETFs-over-Bitcoin?mtm_campaign=API-OFA,4/16/2025,21:30:10,84030.38,0.999999642,Bullish,0.515521705
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,84030.38,0.999681711,Bullish,0.503865302
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,84030.38,0.999681711,Bullish,0.503865302
Family offices show stronger preference for Ethereum ETFs over Bitcoin,Positive,https://cryptopanic.com/news/21115646/Family-offices-show-stronger-preference-for-Ethereum-ETFs-over-Bitcoin?mtm_campaign=API-OFA,4/16/2025,21:30:10,84030.38,0.999999642,Bullish,0.515521705
"Bitcoin Eyes $93,500, But Key Resistance Could Drag Price To $80,500",Negative,https://cryptopanic.com/news/21112617/Bitcoin-Eyes-93500-But-Key-Resistance-Could-Drag-Price-To-80500?mtm_campaign=API-OFA,4/16/2025,17:32:00,84030.38,0.976749301,Neutral,0.554673493
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,84030.38,0.999681711,Bullish,0.503865302
"Bitcoin Eyes $93,500, But Key Resistance Could Drag Price To $80,500",Negative,https://cryptopanic.com/news/21112617/Bitcoin-Eyes-93500-But-Key-Resistance-Could-Drag-Price-To-80500?mtm_campaign=API-OFA,4/16/2025,17:32:00,84030.38,0.976749301,Neutral,0.554673493
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,84030.38,0.999681711,Bullish,0.503865302
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,104017,0.999681711,Bullish,0.503865302
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,104021,0.999681711,Bullish,0.503865302
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,103997,0.999681711,Bullish,0.503865302
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,103988,0.999681711,Bullish,0.503865302
Family offices show stronger preference for Ethereum ETFs over Bitcoin,Positive,https://cryptopanic.com/news/21115646/Family-offices-show-stronger-preference-for-Ethereum-ETFs-over-Bitcoin?mtm_campaign=API-OFA,4/16/2025,21:30:10,103945,0.999999642,Bullish,0.515521705
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,103945,0.999681711,Bullish,0.503865302
North Carolina: proposal advances to invest 10% of public funds in Bitcoin,Neutral,https://cryptopanic.com/news/21121304/North-Carolina-proposal-advances-to-invest-10-of-public-funds-in-Bitcoin?mtm_campaign=API-OFA,4/17/2025,7:13:10,84947.91,0.999935746,Bearish,0.399064362
Ethereum Dominance Hits 5 Year Low — Analysts Say It’s the Perfect Entry Point,Positive,https://cryptopanic.com/news/21123915/Ethereum-Dominance-Hits-5-Year-Low-Analysts-Say-Its-the-Perfect-Entry-Point?mtm_campaign=API-OFA,4/17/2025,9:35:09,84947.91,0.765721262,Neutral,0.560026526
North Carolina: proposal advances to invest 10% of public funds in Bitcoin,Neutral,https://cryptopanic.com/news/21121304/North-Carolina-proposal-advances-to-invest-10-of-public-funds-in-Bitcoin?mtm_campaign=API-OFA,4/17/2025,7:13:10,84947.91,0.999935746,Bearish,0.399064362
North Carolina: proposal advances to invest 10% of public funds in Bitcoin,Neutral,https://cryptopanic.com/news/21121304/North-Carolina-proposal-advances-to-invest-10-of-public-funds-in-Bitcoin?mtm_campaign=API-OFA,4/17/2025,7:13:10,103997,0.999935746,Bearish,0.399064362
Is Bitcoin’s Bull Market Just Getting Started? This Crucial Metric Says So (Details),Neutral,https://cryptopanic.com/news/21172846/Is-Bitcoins-Bull-Market-Just-Getting-Started-This-Crucial-Metric-Says-So-Details?mtm_campaign=API-OFA,4/19/2025,10:55:06,85077.01,0.999863148,Bearish,0.525464773
Inside Tether’s New Ventures and Bitcoin Mining Push,Neutral,https://cryptopanic.com/news/21174808/Inside-Tethers-New-Ventures-and-Bitcoin-Mining-Push?mtm_campaign=API-OFA,4/19/2025,14:25:16,85077.01,0.999976397,Neutral,0.783331871
Inside Tether’s New Ventures and Bitcoin Mining Push,Neutral,https://cryptopanic.com/news/21174808/Inside-Tethers-New-Ventures-and-Bitcoin-Mining-Push?mtm_campaign=API-OFA,4/19/2025,14:25:16,104017,0.999976397,Neutral,0.783331871
Inside Tether’s New Ventures and Bitcoin Mining Push,Neutral,https://cryptopanic.com/news/21174808/Inside-Tethers-New-Ventures-and-Bitcoin-Mining-Push?mtm_campaign=API-OFA,4/19/2025,14:25:16,104021,0.999976397,Neutral,0.783331871
Trump attacks FED,Negative,https://cryptopanic.com/news/21208092/Trump-attacks-FED?mtm_campaign=API-OFA,4/21/2025,14:10:43,104017,0.983228981,Neutral,0.513139784
Trump attacks FED,Negative,https://cryptopanic.com/news/21208092/Trump-attacks-FED?mtm_campaign=API-OFA,4/21/2025,14:10:43,104021,0.983228981,Neutral,0.513139784
Trump attacks FED,Negative,https://cryptopanic.com/news/21208092/Trump-attacks-FED?mtm_campaign=API-OFA,4/21/2025,14:10:43,103997,0.983228981,Neutral,0.513139784
"Breaking : MicroStrategy (Strategy) Buys 6,556 Bitcoin for $555.8 Million",Neutral,https://cryptopanic.com/news/21204833/Breaking-MicroStrategy-Strategy-Buys-6556-Bitcoin-for-5558-Million?mtm_campaign=API-OFA,4/21/2025,12:07:07,103997,0.999910593,Neutral,0.73266983
PlanB Criticizes Ethereum as a Centralized Pre-Mined Coin,Neutral,https://cryptopanic.com/news/21204538/PlanB-Criticizes-Ethereum-as-a-Centralized-Pre-Mined-Coin?mtm_campaign=API-OFA,4/21/2025,11:44:41,103997,0.999355137,Bearish,0.908333898
Bitcoiner PlanB slams ETH: ‘centralized &amp; premined’ shitcoin,Neutral,https://cryptopanic.com/news/21208765/Bitcoiner-PlanB-slams-ETH-centralized-amp-premined-shitcoin?mtm_campaign=API-OFA,4/21/2025,14:57:49,103988,0.999994397,Neutral,0.669994712
Trump attacks FED,Negative,https://cryptopanic.com/news/21208092/Trump-attacks-FED?mtm_campaign=API-OFA,4/21/2025,14:10:43,103988,0.983228981,Neutral,0.513139784
PlanB Criticizes Ethereum as a Centralized Pre-Mined Coin,Neutral,https://cryptopanic.com/news/21204538/PlanB-Criticizes-Ethereum-as-a-Centralized-Pre-Mined-Coin?mtm_campaign=API-OFA,4/21/2025,11:44:41,103988,0.999355137,Bearish,0.908333898
Trump attacks FED,Negative,https://cryptopanic.com/news/21208092/Trump-attacks-FED?mtm_campaign=API-OFA,4/21/2025,14:10:43,103945,0.983228981,Neutral,0.513139784
"Saylor’s Strategy buys 6,556 Bitcoin for $555 million",Neutral,https://cryptopanic.com/news/21204807/Saylors-Strategy-buys-6556-Bitcoin-for-555-million?mtm_campaign=API-OFA,4/21/2025,12:08:06,103945,0.99996531,Neutral,0.546090961
"Breaking : MicroStrategy (Strategy) Buys 6,556 Bitcoin for $555.8 Million",Neutral,https://cryptopanic.com/news/21204833/Breaking-MicroStrategy-Strategy-Buys-6556-Bitcoin-for-5558-Million?mtm_campaign=API-OFA,4/21/2025,12:07:07,103945,0.999910593,Neutral,0.73266983
Ethereum (ETH) Underperforms All Top 5 Major Cryptos in Brutal 2025 Downtrend,Negative,https://cryptopanic.com/news/21251749/Ethereum-ETH-Underperforms-All-Top-5-Major-Cryptos-in-Brutal-2025-Downtrend?mtm_campaign=API-OFA,4/23/2025,0:00:00,103997,0.952438533,Neutral,0.683822989
Ethereum (ETH) Underperforms All Top 5 Major Cryptos in Brutal 2025 Downtrend,Negative,https://cryptopanic.com/news/21251749/Ethereum-ETH-Underperforms-All-Top-5-Major-Cryptos-in-Brutal-2025-Downtrend?mtm_campaign=API-OFA,4/23/2025,0:00:00,103988,0.952438533,Neutral,0.683822989
Ethereum (ETH) Underperforms All Top 5 Major Cryptos in Brutal 2025 Downtrend,Negative,https://cryptopanic.com/news/21251749/Ethereum-ETH-Underperforms-All-Top-5-Major-Cryptos-in-Brutal-2025-Downtrend?mtm_campaign=API-OFA,4/23/2025,0:00:00,103945,0.952438533,Neutral,0.683822989
"Bitcoin Primed To Do Very Well, But This Ethereum Rival Is the ‘Faster Horse,’ According to InvestAnswers",Positive,https://cryptopanic.com/news/21343933/Bitcoin-Primed-To-Do-Very-Well-But-This-Ethereum-Rival-Is-the-Faster-Horse-According-to-InvestAnswers?mtm_campaign=API-OFA,4/25/2025,18:05:11,103997,0.999825299,Bullish,0.547094107
"Bitcoin Primed To Do Very Well, But This Ethereum Rival Is the ‘Faster Horse,’ According to InvestAnswers",Positive,https://cryptopanic.com/news/21343933/Bitcoin-Primed-To-Do-Very-Well-But-This-Ethereum-Rival-Is-the-Faster-Horse-According-to-InvestAnswers?mtm_campaign=API-OFA,4/25/2025,18:05:11,103988,0.999825299,Bullish,0.547094107
XRP price prediction as world’s first spot ETF goes live,Neutral,https://cryptopanic.com/news/21359497/XRP-price-prediction-as-worlds-first-spot-ETF-goes-live?mtm_campaign=API-OFA,4/26/2025,15:06:53,104017,0.999998093,Neutral,0.758330762
XRP price prediction as world’s first spot ETF goes live,Neutral,https://cryptopanic.com/news/21359497/XRP-price-prediction-as-worlds-first-spot-ETF-goes-live?mtm_campaign=API-OFA,4/26/2025,15:06:53,104021,0.999998093,Neutral,0.758330762
Swiss National Bank Rejects Bitcoin Reserve Proposal,Neutral,https://cryptopanic.com/news/21360035/Swiss-National-Bank-Rejects-Bitcoin-Reserve-Proposal?mtm_campaign=API-OFA,4/26/2025,16:05:31,103997,0.926075935,Bullish,0.537889659
XRP price prediction as world’s first spot ETF goes live,Neutral,https://cryptopanic.com/news/21359497/XRP-price-prediction-as-worlds-first-spot-ETF-goes-live?mtm_campaign=API-OFA,4/26/2025,15:06:53,103997,0.999998093,Neutral,0.758330762
Swiss National Bank Rejects Bitcoin Reserve Proposal,Neutral,https://cryptopanic.com/news/21360035/Swiss-National-Bank-Rejects-Bitcoin-Reserve-Proposal?mtm_campaign=API-OFA,4/26/2025,16:05:31,103988,0.926075935,Bullish,0.537889659
XRP price prediction as world’s first spot ETF goes live,Neutral,https://cryptopanic.com/news/21359497/XRP-price-prediction-as-worlds-first-spot-ETF-goes-live?mtm_campaign=API-OFA,4/26/2025,15:06:53,103988,0.999998093,Neutral,0.758330762
Swiss National Bank Rejects Bitcoin Reserve Proposal,Neutral,https://cryptopanic.com/news/21360035/Swiss-National-Bank-Rejects-Bitcoin-Reserve-Proposal?mtm_campaign=API-OFA,4/26/2025,16:05:31,103945,0.926075935,Bullish,0.537889659
Bitcoin Continues To Flow Out Of Major Exchanges — Supply Squeeze Soon?,Neutral,https://cryptopanic.com/news/21365216/Bitcoin-Continues-To-Flow-Out-Of-Major-Exchanges-Supply-Squeeze-Soon?mtm_campaign=API-OFA,4/27/2025,5:00:31,103997,0.960653603,Neutral,0.583449543
"Arizona state approves first ever US Bitcoin reserve, set to invest 10% of $31.5B state assets",Neutral,https://cryptopanic.com/news/21403737/Arizona-state-approves-first-ever-US-Bitcoin-reserve-set-to-invest-10-of-315B-state-assets?mtm_campaign=API-OFA,4/28/2025,23:43:28,103997,0.999950409,Neutral,0.684262991
"Arizona state approves first ever US Bitcoin reserve, set to invest 10% of $31.5B state assets",Neutral,https://cryptopanic.com/news/21403737/Arizona-state-approves-first-ever-US-Bitcoin-reserve-set-to-invest-10-of-315B-state-assets?mtm_campaign=API-OFA,4/28/2025,23:43:28,103945,0.999950409,Neutral,0.684262991
Ethereum’s ‘capitulation’ suggests ETH price is undervalued: Fidelity report,Positive,https://cryptopanic.com/news/21425017/Ethereums-capitulation-suggests-ETH-price-is-undervalued-Fidelity-report?mtm_campaign=API-OFA,4/29/2025,18:17:53,103997,0.53995353,Neutral,0.815997183
"XRP ETF Rumors Shattered by Bloomberg; 150,000,000,000 SHIB Swapped by Hackers; Bitcoin Predicted to Hit $200,000 by Presto: Crypto News Digest by U.Today",Neutral,https://cryptopanic.com/news/21422362/XRP-ETF-Rumors-Shattered-by-Bloomberg-150000000000-SHIB-Swapped-by-Hackers-Bitcoin-Predicted-to-Hit-200000-by-Presto-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,4/29/2025,16:23:00,103988,0.999611557,Neutral,0.595512748
Ethereum’s ‘capitulation’ suggests ETH price is undervalued: Fidelity report,Positive,https://cryptopanic.com/news/21425017/Ethereums-capitulation-suggests-ETH-price-is-undervalued-Fidelity-report?mtm_campaign=API-OFA,4/29/2025,18:17:53,103945,0.53995353,Neutral,0.815997183
Cardano’s 2025 Strategy: Wallet Innovation and Bitcoin Collaboration,Neutral,https://cryptopanic.com/news/20508114/Cardanos-2025-Strategy-Wallet-Innovation-and-Bitcoin-Collaboration?mtm_campaign=API-OFA,5/1/2025,17:00:16,98363.61,0.898023963,Neutral,0.74642998
"David Sacks Pushes Bitcoin Reserve, Stablecoin Bill in Crypto Plan",Neutral,https://cryptopanic.com/news/20651812/David-Sacks-Pushes-Bitcoin-Reserve-Stablecoin-Bill-in-Crypto-Plan?mtm_campaign=API-OFA,5/2/2025,8:53:20,96612.43,0.999963164,Bullish,0.575299799
"David Sacks Pushes Bitcoin Reserve, Stablecoin Bill in Crypto Plan",Neutral,https://cryptopanic.com/news/20651812/David-Sacks-Pushes-Bitcoin-Reserve-Stablecoin-Bill-in-Crypto-Plan?mtm_campaign=API-OFA,5/2/2025,8:53:20,104017,0.999963164,Bullish,0.575299799
"David Sacks Pushes Bitcoin Reserve, Stablecoin Bill in Crypto Plan",Neutral,https://cryptopanic.com/news/20651812/David-Sacks-Pushes-Bitcoin-Reserve-Stablecoin-Bill-in-Crypto-Plan?mtm_campaign=API-OFA,5/2/2025,8:53:20,104021,0.999963164,Bullish,0.575299799
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",Neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,5/3/2025,12:10:39,90606.01,0.9998914,Bullish,0.519283772
ADA and LINK Steal the Show as BTC Eyes $90K (Market Watch),Neutral,https://cryptopanic.com/news/20783012/ADA-and-LINK-Steal-the-Show-as-BTC-Eyes-90K-Market-Watch?mtm_campaign=API-OFA,5/3/2025,9:14:51,90606.01,0.999310255,Neutral,0.795255065
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",Neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,5/3/2025,12:10:39,90606.01,0.9998914,Bullish,0.519283772
ADA and LINK Steal the Show as BTC Eyes $90K (Market Watch),Neutral,https://cryptopanic.com/news/20783012/ADA-and-LINK-Steal-the-Show-as-BTC-Eyes-90K-Market-Watch?mtm_campaign=API-OFA,5/3/2025,9:14:51,90606.01,0.999310255,Neutral,0.795255065
ADA and LINK Steal the Show as BTC Eyes $90K (Market Watch),Neutral,https://cryptopanic.com/news/20783012/ADA-and-LINK-Steal-the-Show-as-BTC-Eyes-90K-Market-Watch?mtm_campaign=API-OFA,5/3/2025,9:14:51,90606.01,0.999310255,Neutral,0.795255065
ADA and LINK Steal the Show as BTC Eyes $90K (Market Watch),Neutral,https://cryptopanic.com/news/20783012/ADA-and-LINK-Steal-the-Show-as-BTC-Eyes-90K-Market-Watch?mtm_campaign=API-OFA,5/3/2025,9:14:51,104017,0.999310255,Neutral,0.795255065
ADA and LINK Steal the Show as BTC Eyes $90K (Market Watch),Neutral,https://cryptopanic.com/news/20783012/ADA-and-LINK-Steal-the-Show-as-BTC-Eyes-90K-Market-Watch?mtm_campaign=API-OFA,5/3/2025,9:14:51,104021,0.999310255,Neutral,0.795255065
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",Neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,5/3/2025,12:10:39,103988,0.9998914,Bullish,0.519283772
"Bitcoin shows signs of decoupling from US equities, could reclaim $100K",Positive,https://cryptopanic.com/news/20931625/Bitcoin-shows-signs-of-decoupling-from-US-equities-could-reclaim-100K?mtm_campaign=API-OFA,5/4/2025,6:10:10,83537.99,0.506049812,Bullish,0.642364085
"Bitcoin shows signs of decoupling from US equities, could reclaim $100K",Positive,https://cryptopanic.com/news/20931625/Bitcoin-shows-signs-of-decoupling-from-US-equities-could-reclaim-100K?mtm_campaign=API-OFA,5/4/2025,6:10:10,83537.99,0.506049812,Bullish,0.642364085
"Bitcoin shows signs of decoupling from US equities, could reclaim $100K",Positive,https://cryptopanic.com/news/20931625/Bitcoin-shows-signs-of-decoupling-from-US-equities-could-reclaim-100K?mtm_campaign=API-OFA,5/4/2025,6:10:10,83537.99,0.506049812,Bullish,0.642364085
"Bitcoin shows signs of decoupling from US equities, could reclaim $100K",Positive,https://cryptopanic.com/news/20931625/Bitcoin-shows-signs-of-decoupling-from-US-equities-could-reclaim-100K?mtm_campaign=API-OFA,5/4/2025,6:10:10,103997,0.506049812,Bullish,0.642364085
"Bitcoin shows signs of decoupling from US equities, could reclaim $100K",Positive,https://cryptopanic.com/news/20931625/Bitcoin-shows-signs-of-decoupling-from-US-equities-could-reclaim-100K?mtm_campaign=API-OFA,5/4/2025,6:10:10,103945,0.506049812,Bullish,0.642364085
Tether CEO says the firm’s AI product will enable peer-to-peer network of AI agents,Neutral,https://cryptopanic.com/news/21561123/Tether-CEO-says-the-firms-AI-product-will-enable-peer-to-peer-network-of-AI-agents?mtm_campaign=API-OFA,5/5/2025,8:37:07,103945,0.973790467,Neutral,0.767359078
"Ethereum Price Drops Against Bitcoin To Levels Not Seen Since 2019, But There’s Good News",Positive,https://cryptopanic.com/news/21759982/Ethereum-Price-Drops-Against-Bitcoin-To-Levels-Not-Seen-Since-2019-But-Theres-Good-News?mtm_campaign=API-OFA,5/13/2025,11:19:16,103997,0.999970198,Neutral,0.516654491
"XRP Defies Market Correction Trend, BTC Price Slips Below $103K (Market Watch)",Negative,https://cryptopanic.com/news/21756484/XRP-Defies-Market-Correction-Trend-BTC-Price-Slips-Below-103K-Market-Watch?mtm_campaign=API-OFA,5/13/2025,9:15:26,103997,0.996704757,Neutral,0.677128196
"Ethereum Price Drops Against Bitcoin To Levels Not Seen Since 2019, But There’s Good News",Positive,https://cryptopanic.com/news/21759982/Ethereum-Price-Drops-Against-Bitcoin-To-Levels-Not-Seen-Since-2019-But-Theres-Good-News?mtm_campaign=API-OFA,5/13/2025,11:19:16,103988,0.999970198,Neutral,0.516654491
"Ethereum Price Drops Against Bitcoin To Levels Not Seen Since 2019, But There’s Good News",Positive,https://cryptopanic.com/news/21759982/Ethereum-Price-Drops-Against-Bitcoin-To-Levels-Not-Seen-Since-2019-But-Theres-Good-News?mtm_campaign=API-OFA,5/13/2025,11:19:16,103945,0.999970198,Neutral,0.516654491
Ethereum Crash: Top Reason Why ETH Price is Down Today,Negative,https://cryptopanic.com/news/21821074/Ethereum-Crash-Top-Reason-Why-ETH-Price-is-Down-Today?mtm_campaign=API-OFA,5/15/2025,10:11:40,103988,0.996889889,Bearish,0.696897626
Ethereum Crash: Top Reason Why ETH Price is Down Today,Negative,https://cryptopanic.com/news/21821074/Ethereum-Crash-Top-Reason-Why-ETH-Price-is-Down-Today?mtm_campaign=API-OFA,5/15/2025,10:11:40,103945,0.996889889,Bearish,0.696897626
Trump Media advances plans to launch Bitcoin and “American First” themed ETFs,Neutral,https://cryptopanic.com/news/20659629/Trump-Media-advances-plans-to-launch-Bitcoin-and-American-First-themed-ETFs?mtm_campaign=API-OFA,2/6/2025,15:36:50,96554.35,0.998110414,Neutral,0.729071677
"BREAKING: 🇺🇸 Trump to launch ""Bitcoin Plus"" ETF - Bloomberg's @EricBalchunas",Neutral,https://cryptopanic.com/news/20659507/BREAKING-Trump-to-launch-Bitcoin-Plus-ETF-Bloombergs-EricBalchunas?mtm_campaign=API-OFA,2/6/2025,15:13:21,96554.35,0.990866423,Bullish,0.513063908
"MicroStrategy Becomes Strategy, Invests $20B in Bitcoin Amid Rebrand",Neutral,https://cryptopanic.com/news/20657280/MicroStrategy-Becomes-Strategy-Invests-20B-in-Bitcoin-Amid-Rebrand?mtm_campaign=API-OFA,2/6/2025,8:45:20,96554.35,0.999923587,Neutral,0.872237325
"MicroStrategy Becomes Strategy, Invests $20B in Bitcoin Amid Rebrand",Neutral,https://cryptopanic.com/news/20657280/MicroStrategy-Becomes-Strategy-Invests-20B-in-Bitcoin-Amid-Rebrand?mtm_campaign=API-OFA,2/6/2025,8:45:20,104017,0.999923587,Neutral,0.872237325
"MicroStrategy Becomes Strategy, Invests $20B in Bitcoin Amid Rebrand",Neutral,https://cryptopanic.com/news/20657280/MicroStrategy-Becomes-Strategy-Invests-20B-in-Bitcoin-Amid-Rebrand?mtm_campaign=API-OFA,2/6/2025,8:45:20,104021,0.999923587,Neutral,0.872237325
Era of US Treasuries and Stocks As Global Reserve Assets Now Over As Gold and Bitcoin Take Over: Arthur Hayes,Neutral,https://cryptopanic.com/news/20937139/Era-of-US-Treasuries-and-Stocks-As-Global-Reserve-Assets-Now-Over-As-Gold-and-Bitcoin-Take-Over-Arthur-Hayes?mtm_campaign=API-OFA,4/6/2025,7:04:22,78430,0.999958754,Neutral,0.5499053
"BNB could jump over 360% to $2,775 by 2028, Standard Chartered predicts",Positive,https://cryptopanic.com/news/21597933/BNB-could-jump-over-360-to-2775-by-2028-Standard-Chartered-predicts?mtm_campaign=API-OFA,5/6/2025,15:46:20,103988,0.999999404,Neutral,0.536019981
"Bitcoin, Dogecoin and Solana Plunge as Jobs Data, Rate Cut Expectations Spook Investors",Negative,https://cryptopanic.com/news/20517434/Bitcoin-Dogecoin-and-Solana-Plunge-as-Jobs-Data-Rate-Cut-Expectations-Spook-Investors?mtm_campaign=API-OFA,1/7/2025,16:14:37,96954.61,0.999999404,Bullish,0.534349203
"Bitcoin Price Crash Incoming? Why A Fall To $63,000 Is Possible If This Resistance Holds",Negative,https://cryptopanic.com/news/20797290/Bitcoin-Price-Crash-Incoming-Why-A-Fall-To-63000-Is-Possible-If-This-Resistance-Holds?mtm_campaign=API-OFA,3/7/2025,23:00:45,86801.75,0.980219781,Neutral,0.502200723
Trump’s Treasury Secretary Scott Bessent says Bitcoin acquisition plans are in discussion,Neutral,https://cryptopanic.com/news/20795111/Trumps-Treasury-Secretary-Scott-Bessent-says-Bitcoin-acquisition-plans-are-in-discussion?mtm_campaign=API-OFA,3/7/2025,13:33:46,86801.75,0.999974012,Neutral,0.564213037
"Bitcoin Price Crash Incoming? Why A Fall To $63,000 Is Possible If This Resistance Holds",Negative,https://cryptopanic.com/news/20797290/Bitcoin-Price-Crash-Incoming-Why-A-Fall-To-63000-Is-Possible-If-This-Resistance-Holds?mtm_campaign=API-OFA,3/7/2025,23:00:45,86801.75,0.980219781,Neutral,0.502200723
Trump’s Treasury Secretary Scott Bessent says Bitcoin acquisition plans are in discussion,Neutral,https://cryptopanic.com/news/20795111/Trumps-Treasury-Secretary-Scott-Bessent-says-Bitcoin-acquisition-plans-are-in-discussion?mtm_campaign=API-OFA,3/7/2025,13:33:46,86801.75,0.999974012,Neutral,0.564213037
Trump Signs Executive Order to Create Bitcoin Strategic Reserve,Neutral,https://cryptopanic.com/news/20793960/Trump-Signs-Executive-Order-to-Create-Bitcoin-Strategic-Reserve?mtm_campaign=API-OFA,3/7/2025,9:27:42,86801.75,0.920016348,Neutral,0.553811729
"Bitcoin Price Crash Incoming? Why A Fall To $63,000 Is Possible If This Resistance Holds",Negative,https://cryptopanic.com/news/20797290/Bitcoin-Price-Crash-Incoming-Why-A-Fall-To-63000-Is-Possible-If-This-Resistance-Holds?mtm_campaign=API-OFA,3/7/2025,23:00:45,86801.75,0.980219781,Neutral,0.502200723
Trump’s Treasury Secretary Scott Bessent says Bitcoin acquisition plans are in discussion,Neutral,https://cryptopanic.com/news/20795111/Trumps-Treasury-Secretary-Scott-Bessent-says-Bitcoin-acquisition-plans-are-in-discussion?mtm_campaign=API-OFA,3/7/2025,13:33:46,86801.75,0.999974012,Neutral,0.564213037
Trump’s Treasury Secretary Scott Bessent says Bitcoin acquisition plans are in discussion,Neutral,https://cryptopanic.com/news/20795111/Trumps-Treasury-Secretary-Scott-Bessent-says-Bitcoin-acquisition-plans-are-in-discussion?mtm_campaign=API-OFA,3/7/2025,13:33:46,104017,0.999974012,Neutral,0.564213037
Trump’s Treasury Secretary Scott Bessent says Bitcoin acquisition plans are in discussion,Neutral,https://cryptopanic.com/news/20795111/Trumps-Treasury-Secretary-Scott-Bessent-says-Bitcoin-acquisition-plans-are-in-discussion?mtm_campaign=API-OFA,3/7/2025,13:33:46,104021,0.999974012,Neutral,0.564213037
