post,sentiment,url,published_date,published_time,price_eth,confidence,sentiment_label,sentiment_score
"Bitcoin Primed To Do Very Well, But This Ethereum Rival Is the ‘Faster Horse,’ According to InvestAnswers",Positive,https://cryptopanic.com/news/21343933/Bitcoin-Primed-To-Do-Very-Well-But-This-Ethereum-Rival-Is-the-Faster-Horse-According-to-InvestAnswers?mtm_campaign=API-OFA,4/25/2025,18:05:11,2603.84,0.999825299,Bullish,0.547094107
9 out of 10 Ethereum (ETH) Key Indicators Show Price Loss,Negative,https://cryptopanic.com/news/21368601/9-out-of-10-Ethereum-ETH-Key-Indicators-Show-Price-Loss?mtm_campaign=API-OFA,4/27/2025,9:34:00,2603.84,0.990813673,Neutral,0.722358823
MetaMask to launch self-custody crypto card with Mastercard,Neutral,https://cryptopanic.com/news/21401770/MetaMask-to-launch-self-custody-crypto-card-with-Mastercard?mtm_campaign=API-OFA,4/28/2025,22:41:25,2603.84,0.955786765,Neutral,0.952485561
Devs introduce Ethereum R1 layer-2 scaling solution,Neutral,https://cryptopanic.com/news/21487584/Devs-introduce-Ethereum-R1-layer-2-scaling-solution?mtm_campaign=API-OFA,5/1/2025,16:17:47,2603.84,0.741249323,Neutral,0.87650758
"Ether more ‘like a memecoin,’ says trading firm as ETH drops 45% YTD",Negative,https://cryptopanic.com/news/21516615/Ether-more-like-a-memecoin-says-trading-firm-as-ETH-drops-45-YTD?mtm_campaign=API-OFA,5/2/2025,14:30:23,2602.48,0.999512553,Neutral,0.991257191
"Two Prime Ditches Ethereum for Bitcoin, Citing ‘Meme Coin’ Behavior",Neutral,https://cryptopanic.com/news/21511163/Two-Prime-Ditches-Ethereum-for-Bitcoin-Citing-Meme-Coin-Behavior?mtm_campaign=API-OFA,5/2/2025,11:47:39,2602.48,0.999850988,Neutral,0.629393578
Ethereum’s era of crypto dominance is over — LONGITUDE panel,Neutral,https://cryptopanic.com/news/21524405/Ethereums-era-of-crypto-dominance-is-over-LONGITUDE-panel?mtm_campaign=API-OFA,5/2/2025,20:39:57,2603.84,0.985021889,Neutral,0.939503491
"Ether more ‘like a memecoin,’ says trading firm as ETH drops 45% YTD",Negative,https://cryptopanic.com/news/21516615/Ether-more-like-a-memecoin-says-trading-firm-as-ETH-drops-45-YTD?mtm_campaign=API-OFA,5/2/2025,14:30:23,2603.84,0.999512553,Neutral,0.991257191
"Two Prime Ditches Ethereum for Bitcoin, Citing ‘Meme Coin’ Behavior",Neutral,https://cryptopanic.com/news/21511163/Two-Prime-Ditches-Ethereum-for-Bitcoin-Citing-Meme-Coin-Behavior?mtm_campaign=API-OFA,5/2/2025,11:47:39,2603.84,0.999850988,Neutral,0.629393578
"Ethereum Price Prediction: Will ETH Break $2,200?",Neutral,https://cryptopanic.com/news/21539366/Ethereum-Price-Prediction-Will-ETH-Break-2200?mtm_campaign=API-OFA,5/3/2025,19:00:00,2602.48,0.999979377,Neutral,0.722322285
"Solana on Its Way to Surpassing Ethereum, Top VC Says",Positive,https://cryptopanic.com/news/21535571/Solana-on-Its-Way-to-Surpassing-Ethereum-Top-VC-Says?mtm_campaign=API-OFA,5/3/2025,12:55:00,2602.48,0.99922049,Bullish,0.494801879
Will Ethereum Become the New Bitcoin? Vitalik Buterin Has a Plan For It,Neutral,https://cryptopanic.com/news/21533890/Will-Ethereum-Become-the-New-Bitcoin-Vitalik-Buterin-Has-a-Plan-For-It?mtm_campaign=API-OFA,5/3/2025,10:54:45,2602.48,0.999960899,Bullish,0.576591313
"Ethereum Network Slows, and So Does Its Price: What’s Next for ETH?",Neutral,https://cryptopanic.com/news/21527814/Ethereum-Network-Slows-and-So-Does-Its-Price-Whats-Next-for-ETH?mtm_campaign=API-OFA,5/3/2025,1:00:00,2603.84,0.999942541,Neutral,0.670147479
"Solana on Its Way to Surpassing Ethereum, Top VC Says",Positive,https://cryptopanic.com/news/21535571/Solana-on-Its-Way-to-Surpassing-Ethereum-Top-VC-Says?mtm_campaign=API-OFA,5/3/2025,12:55:00,2603.84,0.99922049,Bullish,0.494801879
Ethereum 2.0 or Ethereum Lite? Buterin Calls for Stripped-Down Redesign,Neutral,https://cryptopanic.com/news/21548993/Ethereum-20-or-Ethereum-Lite-Buterin-Calls-for-Stripped-Down-Redesign?mtm_campaign=API-OFA,5/4/2025,13:16:00,2602.48,0.999991059,Bullish,0.622577429
Apple Permits Crypto App Payments via External Sites After Court Order,Neutral,https://cryptopanic.com/news/21547742/Apple-Permits-Crypto-App-Payments-via-External-Sites-After-Court-Order?mtm_campaign=API-OFA,5/4/2025,11:23:22,2602.48,0.997323453,Bullish,0.52354008
"Ethereum (ETH) Volume Close to Zero, but There's Crucial Detail",Neutral,https://cryptopanic.com/news/21547047/Ethereum-ETH-Volume-Close-to-Zero-but-Theres-Crucial-Detail?mtm_campaign=API-OFA,5/4/2025,10:37:00,2603.84,0.999942541,Neutral,0.785922229
Ethereum Hit With Fresh Blow Amid Price Decline While Bitcoin Gains Ground,Positive,https://cryptopanic.com/news/21544517/Ethereum-Hit-With-Fresh-Blow-Amid-Price-Decline-While-Bitcoin-Gains-Ground?mtm_campaign=API-OFA,5/4/2025,6:40:14,2603.84,0.997649729,Neutral,0.542391598
Galaxy Digital Swaps $106M ETH for SOL as Ethereum Dominance Hits Record Low,Neutral,https://cryptopanic.com/news/21545302/Galaxy-Digital-Swaps-106M-ETH-for-SOL-as-Ethereum-Dominance-Hits-Record-Low?mtm_campaign=API-OFA,5/4/2025,12:27:04,2603.84,0.646941721,Neutral,0.559806943
Ethereum ETFs Hit Record-Low AUM Amid $1.1B Outflows,Positive,https://cryptopanic.com/news/21565407/Ethereum-ETFs-Hit-Record-Low-AUM-Amid-11B-Outflows?mtm_campaign=API-OFA,5/5/2025,16:00:00,2602.48,0.99982053,Neutral,0.888818979
Ethereum (ETH) Price Prediction for May 5,Neutral,https://cryptopanic.com/news/21571096/Ethereum-ETH-Price-Prediction-for-May-5?mtm_campaign=API-OFA,5/5/2025,15:42:00,2602.48,0.999995589,Neutral,0.708139122
Ethereum ‘Pectra Upgrade’ Set For May 7,Neutral,https://cryptopanic.com/news/21569810/Ethereum-Pectra-Upgrade-Set-For-May-7?mtm_campaign=API-OFA,5/5/2025,14:44:41,2602.48,0.999991894,Neutral,0.768971026
"Ethereum ICO Participant Dumps $29,350,000 Worth of ETH After Waking Up From Dormancy: Lookonchain",Neutral,https://cryptopanic.com/news/21569718/Ethereum-ICO-Participant-Dumps-29350000-Worth-of-ETH-After-Waking-Up-From-Dormancy-Lookonchain?mtm_campaign=API-OFA,5/5/2025,14:30:24,2602.48,0.999952197,Neutral,0.574539304
"ETH Holders Accumulate 22.5% More as Addresses Lower Cost Basis, Signaling Bullish Conviction – CryptoQuant",Positive,https://cryptopanic.com/news/21566201/ETH-Holders-Accumulate-225-More-as-Addresses-Lower-Cost-Basis-Signaling-Bullish-Conviction-CryptoQuant?mtm_campaign=API-OFA,5/5/2025,12:10:41,2602.48,0.999935031,Neutral,0.59312129
Ethereum ETFs Hit Record-Low AUM Amid $1.1B Outflows,Positive,https://cryptopanic.com/news/21565407/Ethereum-ETFs-Hit-Record-Low-AUM-Amid-11B-Outflows?mtm_campaign=API-OFA,5/5/2025,16:00:00,2603.84,0.99982053,Neutral,0.888818979
Ethereum (ETH) Price Prediction for May 5,Neutral,https://cryptopanic.com/news/21571096/Ethereum-ETH-Price-Prediction-for-May-5?mtm_campaign=API-OFA,5/5/2025,15:42:00,2603.84,0.999995589,Neutral,0.708139122
Ethereum ‘Pectra Upgrade’ Set For May 7,Neutral,https://cryptopanic.com/news/21569810/Ethereum-Pectra-Upgrade-Set-For-May-7?mtm_campaign=API-OFA,5/5/2025,14:44:41,2603.84,0.999991894,Neutral,0.768971026
"Ethereum ICO Participant Dumps $29,350,000 Worth of ETH After Waking Up From Dormancy: Lookonchain",Neutral,https://cryptopanic.com/news/21569718/Ethereum-ICO-Participant-Dumps-29350000-Worth-of-ETH-After-Waking-Up-From-Dormancy-Lookonchain?mtm_campaign=API-OFA,5/5/2025,14:30:24,2603.84,0.999952197,Neutral,0.574539304
Solana price prediction: Can SOL rally as Pump.fun tops Ethereum in annual fees?,Neutral,https://cryptopanic.com/news/21599655/Solana-price-prediction-Can-SOL-rally-as-Pumpfun-tops-Ethereum-in-annual-fees?mtm_campaign=API-OFA,5/6/2025,16:45:38,2602.48,0.936246753,Neutral,0.709866285
Ethereum Validators Stay Put Ahead of Pectra Upgrade — What This Means for ETH Price,Neutral,https://cryptopanic.com/news/21591371/Ethereum-Validators-Stay-Put-Ahead-of-Pectra-Upgrade-What-This-Means-for-ETH-Price?mtm_campaign=API-OFA,5/6/2025,10:30:00,2602.48,0.999706447,Neutral,0.55038172
Ethereum Validators Stay Put Ahead of Pectra Upgrade — What This Means for ETH Price,Neutral,https://cryptopanic.com/news/21591371/Ethereum-Validators-Stay-Put-Ahead-of-Pectra-Upgrade-What-This-Means-for-ETH-Price?mtm_campaign=API-OFA,5/6/2025,10:30:00,2603.84,0.999706447,Neutral,0.55038172
Solana price prediction: Can SOL rally as Pump.fun tops Ethereum in annual fees?,Neutral,https://cryptopanic.com/news/21599655/Solana-price-prediction-Can-SOL-rally-as-Pumpfun-tops-Ethereum-in-annual-fees?mtm_campaign=API-OFA,5/6/2025,16:45:38,2603.84,0.936246753,Neutral,0.709866285
Careful when signing messages in Ethereum Pectra,Neutral,https://cryptopanic.com/news/21632298/Careful-when-signing-messages-in-Ethereum-Pectra?mtm_campaign=API-OFA,5/7/2025,18:43:23,2602.48,0.999132931,Bearish,0.883660555
Ethereum Price Holds Steady Following Pectra Upgrade,Positive,https://cryptopanic.com/news/21626312/Ethereum-Price-Holds-Steady-Following-Pectra-Upgrade?mtm_campaign=API-OFA,5/7/2025,14:22:19,2602.48,0.999620914,Neutral,0.545567155
Can Ethereum (ETH) Outperform Bitcoin (BTC) in 2025?,Positive,https://cryptopanic.com/news/21624840/Can-Ethereum-ETH-Outperform-Bitcoin-BTC-in-2025?mtm_campaign=API-OFA,5/7/2025,13:40:19,2602.48,0.999998808,Neutral,0.772734165
"Ethereum completes Pectra upgrade, enabling ‘smart account’ wallet functionality and staking flexibility",Positive,https://cryptopanic.com/news/21624740/Ethereum-completes-Pectra-upgrade-enabling-smart-account-wallet-functionality-and-staking-flexibility?mtm_campaign=API-OFA,5/7/2025,13:29:38,2602.48,0.992661595,Neutral,0.89247632
"Ethereum Pectra upgrade is live, bringing major changes to wallet functionality",Neutral,https://cryptopanic.com/news/21621346/Ethereum-Pectra-upgrade-is-live-bringing-major-changes-to-wallet-functionality?mtm_campaign=API-OFA,5/7/2025,11:45:42,2602.48,0.98545593,Neutral,0.886428475
"Ethereum developers activate Pectra upgrade with 11 changes to improve UX, validator ops and Layer 2 scaling",Positive,https://cryptopanic.com/news/21618663/Ethereum-developers-activate-Pectra-upgrade-with-11-changes-to-improve-UX-validator-ops-and-Layer-2-scaling?mtm_campaign=API-OFA,5/7/2025,10:06:38,2602.48,0.998320758,Neutral,0.785614967
Careful when signing messages in Ethereum Pectra,Neutral,https://cryptopanic.com/news/21632298/Careful-when-signing-messages-in-Ethereum-Pectra?mtm_campaign=API-OFA,5/7/2025,18:43:23,2603.84,0.999132931,Bearish,0.883660555
Ethereum Price Holds Steady Following Pectra Upgrade,Positive,https://cryptopanic.com/news/21626312/Ethereum-Price-Holds-Steady-Following-Pectra-Upgrade?mtm_campaign=API-OFA,5/7/2025,14:22:19,2603.84,0.999620914,Neutral,0.545567155
Careful when signing messages in Ethereum Pectra,Neutral,https://cryptopanic.com/news/21632298/Careful-when-signing-messages-in-Ethereum-Pectra?mtm_campaign=API-OFA,5/7/2025,18:43:23,2603.84,0.999132931,Bearish,0.883660555
"Ethereum developers activate Pectra upgrade with 11 changes to improve UX, validator ops and Layer 2 scaling",Positive,https://cryptopanic.com/news/21618663/Ethereum-developers-activate-Pectra-upgrade-with-11-changes-to-improve-UX-validator-ops-and-Layer-2-scaling?mtm_campaign=API-OFA,5/7/2025,10:06:38,2603.84,0.998320758,Neutral,0.785614967
Ethereum Foundation boosts ecosystem with $32M in grants in Q1 2025,Positive,https://cryptopanic.com/news/21658940/Ethereum-Foundation-boosts-ecosystem-with-32M-in-grants-in-Q1-2025?mtm_campaign=API-OFA,5/8/2025,15:15:00,2602.48,0.999999762,Neutral,0.920948923
Ethereum Rally Gains Steam – Can It Smash Through $2056 Resistance?,Positive,https://cryptopanic.com/news/21657545/Ethereum-Rally-Gains-Steam-Can-It-Smash-Through-2056-Resistance?mtm_campaign=API-OFA,5/8/2025,14:46:53,2602.48,0.999977112,Neutral,0.542331934
"Ethereum price finally ‘breaking out,’ data suggests — Is $3K ETH next?",Neutral,https://cryptopanic.com/news/21653981/Ethereum-price-finally-breaking-out-data-suggests-Is-3K-ETH-next?mtm_campaign=API-OFA,5/8/2025,12:18:54,2602.48,0.999945998,Neutral,0.924228251
Ethereum (ETH) Is Waking Up: How High Can it Go? (Analysts Weigh in),Neutral,https://cryptopanic.com/news/21664790/Ethereum-ETH-Is-Waking-Up-How-High-Can-it-Go-Analysts-Weigh-in?mtm_campaign=API-OFA,5/8/2025,20:03:01,2603.84,0.998753428,Neutral,0.720705271
Ethereum and Dogecoin Lead Altcoin Rally as Bitcoin Retakes $100K,Negative,https://cryptopanic.com/news/21659202/Ethereum-and-Dogecoin-Lead-Altcoin-Rally-as-Bitcoin-Retakes-100K?mtm_campaign=API-OFA,5/8/2025,15:44:21,2603.84,0.591968298,Bullish,0.64858824
Ethereum Foundation boosts ecosystem with $32M in grants in Q1 2025,Positive,https://cryptopanic.com/news/21658940/Ethereum-Foundation-boosts-ecosystem-with-32M-in-grants-in-Q1-2025?mtm_campaign=API-OFA,5/8/2025,15:15:00,2603.84,0.999999762,Neutral,0.920948923
Ethereum Rally Gains Steam – Can It Smash Through $2056 Resistance?,Positive,https://cryptopanic.com/news/21657545/Ethereum-Rally-Gains-Steam-Can-It-Smash-Through-2056-Resistance?mtm_campaign=API-OFA,5/8/2025,14:46:53,2603.84,0.999977112,Neutral,0.542331934
"Ethereum price finally ‘breaking out,’ data suggests — Is $3K ETH next?",Neutral,https://cryptopanic.com/news/21653981/Ethereum-price-finally-breaking-out-data-suggests-Is-3K-ETH-next?mtm_campaign=API-OFA,5/8/2025,12:18:54,2603.84,0.999945998,Neutral,0.924228251
Pectra features already in use: Ethereum EIP-7702 wallets roll out,Neutral,https://cryptopanic.com/news/21650580/Pectra-features-already-in-use-Ethereum-EIP-7702-wallets-roll-out?mtm_campaign=API-OFA,5/8/2025,10:35:49,2603.84,0.999988794,Bullish,0.561174691
Cardano and Ethereum poised for major breakouts as altcoins surge amid Bitcoin’s $100K approach,Positive,https://cryptopanic.com/news/21648945/Cardano-and-Ethereum-poised-for-major-breakouts-as-altcoins-surge-amid-Bitcoins-100K-approach?mtm_campaign=API-OFA,5/8/2025,9:28:11,2603.84,0.999996662,Neutral,0.555057526
"Can Ethereum’s Pectra Upgrade Push ETH Price to $2,000? Experts Weigh In",Neutral,https://cryptopanic.com/news/21649960/Can-Ethereums-Pectra-Upgrade-Push-ETH-Price-to-2000-Experts-Weigh-In?mtm_campaign=API-OFA,5/8/2025,9:25:54,2603.84,0.918557525,Bullish,0.703067899
Ethereum activates Pectra upgrade: all the information you need,Neutral,https://cryptopanic.com/news/21646068/Ethereum-activates-Pectra-upgrade-all-the-information-you-need?mtm_campaign=API-OFA,5/8/2025,7:48:15,2603.84,0.999664664,Neutral,0.898561478
Ethereum Surges 20% After Pectra Upgrade,Positive,https://cryptopanic.com/news/21684537/Ethereum-Surges-20-After-Pectra-Upgrade?mtm_campaign=API-OFA,5/9/2025,14:15:39,2602.48,0.999437034,Neutral,0.754087269
Scaling Ethereum's DeFi App Scene with Singletons,Neutral,https://cryptopanic.com/news/21683413/Scaling-Ethereums-DeFi-App-Scene-with-Singletons?mtm_campaign=API-OFA,5/9/2025,13:24:49,2602.48,0.997205913,Bullish,0.627624869
"Ethereum Surges Double Digits to $2,400 Following Pectra Upgrade",Positive,https://cryptopanic.com/news/21679066/Ethereum-Surges-Double-Digits-to-2400-Following-Pectra-Upgrade?mtm_campaign=API-OFA,5/9/2025,10:25:51,2602.48,0.999999762,Bullish,0.627989352
Unichain surpasses Ethereum as top chain for Uniswap v4 by transaction volume,Neutral,https://cryptopanic.com/news/21672997/Unichain-surpasses-Ethereum-as-top-chain-for-Uniswap-v4-by-transaction-volume?mtm_campaign=API-OFA,5/9/2025,5:51:14,2602.48,0.588032424,Neutral,0.874439657
"ETH Surges 20%, Biggest Gain Since 2021 as Pectra Upgrade Helps Restore 'Confidence'",Positive,https://cryptopanic.com/news/21670736/ETH-Surges-20-Biggest-Gain-Since-2021-as-Pectra-Upgrade-Helps-Restore-Confidence?mtm_campaign=API-OFA,5/9/2025,1:51:45,2602.48,1,Neutral,0.676819563
"Ethereum&#039;s new staking limit is not a risk to decentralization, says Consensys researcher",Neutral,https://cryptopanic.com/news/21690707/Ethereum039s-new-staking-limit-is-not-a-risk-to-decentralization-says-Consensys-researcher?mtm_campaign=API-OFA,5/9/2025,20:17:15,2603.84,0.999818742,Neutral,0.974947572
Square Enix Is Bringing Its NFT Game to Sony’s Ethereum Network,Neutral,https://cryptopanic.com/news/21688218/Square-Enix-Is-Bringing-Its-NFT-Game-to-Sonys-Ethereum-Network?mtm_campaign=API-OFA,5/9/2025,17:46:02,2603.84,0.999997973,Bullish,0.57958442
Ethereum Surges 20% After Pectra Upgrade,Positive,https://cryptopanic.com/news/21684537/Ethereum-Surges-20-After-Pectra-Upgrade?mtm_campaign=API-OFA,5/9/2025,14:15:39,2603.84,0.999437034,Neutral,0.754087269
Scaling Ethereum's DeFi App Scene with Singletons,Neutral,https://cryptopanic.com/news/21683413/Scaling-Ethereums-DeFi-App-Scene-with-Singletons?mtm_campaign=API-OFA,5/9/2025,13:24:49,2603.84,0.997205913,Bullish,0.627624869
"Ethereum Surges Double Digits to $2,400 Following Pectra Upgrade",Positive,https://cryptopanic.com/news/21679066/Ethereum-Surges-Double-Digits-to-2400-Following-Pectra-Upgrade?mtm_campaign=API-OFA,5/9/2025,10:25:51,2603.84,0.999999762,Bullish,0.627989352
Ethereum Foundation Invests $32.65M in Ecosystem Growth,Neutral,https://cryptopanic.com/news/21677104/Ethereum-Foundation-Invests-3265M-in-Ecosystem-Growth?mtm_campaign=API-OFA,5/9/2025,9:05:31,2603.84,0.950085104,Neutral,0.589794338
Unichain surpasses Ethereum as top chain for Uniswap v4 by transaction volume,Neutral,https://cryptopanic.com/news/21672997/Unichain-surpasses-Ethereum-as-top-chain-for-Uniswap-v4-by-transaction-volume?mtm_campaign=API-OFA,5/9/2025,5:51:14,2603.84,0.588032424,Neutral,0.874439657
"ETH Surges 20%, Biggest Gain Since 2021 as Pectra Upgrade Helps Restore 'Confidence'",Positive,https://cryptopanic.com/news/21670736/ETH-Surges-20-Biggest-Gain-Since-2021-as-Pectra-Upgrade-Helps-Restore-Confidence?mtm_campaign=API-OFA,5/9/2025,1:51:45,2603.84,1,Neutral,0.676819563
"Here Are 5 Reasons Ethereum May Reach $12,000 In 2025 – Analyst",Neutral,https://cryptopanic.com/news/21703928/Here-Are-5-Reasons-Ethereum-May-Reach-12000-In-2025-Analyst?mtm_campaign=API-OFA,5/10/2025,21:00:15,2602.48,0.998367727,Neutral,0.620105982
Base Hits Stage 1 in ETH Rollup with Fault Proofs,Neutral,https://cryptopanic.com/news/21701925/Base-Hits-Stage-1-in-ETH-Rollup-with-Fault-Proofs?mtm_campaign=API-OFA,5/10/2025,19:10:20,2602.48,0.785034597,Bullish,0.544760108
Ethereum surge fuels altcoin season hype as crypto market heats up,Neutral,https://cryptopanic.com/news/21701893/Ethereum-surge-fuels-altcoin-season-hype-as-crypto-market-heats-up?mtm_campaign=API-OFA,5/10/2025,15:06:33,2602.48,0.80962044,Neutral,0.808750391
ETH Resurrection,Neutral,https://cryptopanic.com/news/21701162/ETH-Resurrection?mtm_campaign=API-OFA,5/10/2025,13:32:37,2602.48,0.977953017,Neutral,0.556557715
Ethereum Surpasses Realized Price as Binance Traders Lead Bullish Momentum,Positive,https://cryptopanic.com/news/21699937/Ethereum-Surpasses-Realized-Price-as-Binance-Traders-Lead-Bullish-Momentum?mtm_campaign=API-OFA,5/10/2025,11:52:28,2602.48,0.999999881,Bullish,0.547598541
Ethereum Forms Rare Golden Cross in Bitcoin Chart; Reversal Imminent?,Neutral,https://cryptopanic.com/news/21699898/Ethereum-Forms-Rare-Golden-Cross-in-Bitcoin-Chart-Reversal-Imminent?mtm_campaign=API-OFA,5/10/2025,11:38:00,2602.48,0.630197465,Neutral,0.512661159
"BlackRock and Fidelity Buy Over $4.5 Billion in Bitcoin, Ethereum as Bitcoin Surpasses $100K",Positive,https://cryptopanic.com/news/21696077/BlackRock-and-Fidelity-Buy-Over-45-Billion-in-Bitcoin-Ethereum-as-Bitcoin-Surpasses-100K?mtm_campaign=API-OFA,5/10/2025,6:30:27,2602.48,0.998427868,Neutral,0.519815505
Solana Fires Back at Ethereum With Major Network Upgrade,Negative,https://cryptopanic.com/news/21693933/Solana-Fires-Back-at-Ethereum-With-Major-Network-Upgrade?mtm_campaign=API-OFA,5/10/2025,2:01:48,2602.48,0.99978739,Bullish,0.545445263
"Here Are 5 Reasons Ethereum May Reach $12,000 In 2025 – Analyst",Neutral,https://cryptopanic.com/news/21703928/Here-Are-5-Reasons-Ethereum-May-Reach-12000-In-2025-Analyst?mtm_campaign=API-OFA,5/10/2025,21:00:15,2603.84,0.998367727,Neutral,0.620105982
Base Hits Stage 1 in ETH Rollup with Fault Proofs,Neutral,https://cryptopanic.com/news/21701925/Base-Hits-Stage-1-in-ETH-Rollup-with-Fault-Proofs?mtm_campaign=API-OFA,5/10/2025,19:10:20,2603.84,0.785034597,Bullish,0.544760108
Ethereum surge fuels altcoin season hype as crypto market heats up,Neutral,https://cryptopanic.com/news/21701893/Ethereum-surge-fuels-altcoin-season-hype-as-crypto-market-heats-up?mtm_campaign=API-OFA,5/10/2025,15:06:33,2603.84,0.80962044,Neutral,0.808750391
ETH Resurrection,Neutral,https://cryptopanic.com/news/21701162/ETH-Resurrection?mtm_campaign=API-OFA,5/10/2025,13:32:37,2603.84,0.977953017,Neutral,0.556557715
Ethereum Surpasses Realized Price as Binance Traders Lead Bullish Momentum,Positive,https://cryptopanic.com/news/21699937/Ethereum-Surpasses-Realized-Price-as-Binance-Traders-Lead-Bullish-Momentum?mtm_campaign=API-OFA,5/10/2025,11:52:28,2603.84,0.999999881,Bullish,0.547598541
Ethereum Forms Rare Golden Cross in Bitcoin Chart; Reversal Imminent?,Neutral,https://cryptopanic.com/news/21699898/Ethereum-Forms-Rare-Golden-Cross-in-Bitcoin-Chart-Reversal-Imminent?mtm_campaign=API-OFA,5/10/2025,11:38:00,2603.84,0.630197465,Neutral,0.512661159
"BlackRock and Fidelity Buy Over $4.5 Billion in Bitcoin, Ethereum as Bitcoin Surpasses $100K",Positive,https://cryptopanic.com/news/21696077/BlackRock-and-Fidelity-Buy-Over-45-Billion-in-Bitcoin-Ethereum-as-Bitcoin-Surpasses-100K?mtm_campaign=API-OFA,5/10/2025,6:30:27,2603.84,0.998427868,Neutral,0.519815505
Solana Fires Back at Ethereum With Major Network Upgrade,Negative,https://cryptopanic.com/news/21693933/Solana-Fires-Back-at-Ethereum-With-Major-Network-Upgrade?mtm_campaign=API-OFA,5/10/2025,2:01:48,2603.84,0.99978739,Bullish,0.545445263
ETH Resurrection,Neutral,https://cryptopanic.com/news/21701162/ETH-Resurrection?mtm_campaign=API-OFA,5/10/2025,13:32:37,2603.84,0.977953017,Neutral,0.556557715
Ethereum Forms Rare Golden Cross in Bitcoin Chart; Reversal Imminent?,Neutral,https://cryptopanic.com/news/21699898/Ethereum-Forms-Rare-Golden-Cross-in-Bitcoin-Chart-Reversal-Imminent?mtm_campaign=API-OFA,5/10/2025,11:38:00,2603.84,0.630197465,Neutral,0.512661159
"BlackRock and Fidelity Buy Over $4.5 Billion in Bitcoin, Ethereum as Bitcoin Surpasses $100K",Positive,https://cryptopanic.com/news/21696077/BlackRock-and-Fidelity-Buy-Over-45-Billion-in-Bitcoin-Ethereum-as-Bitcoin-Surpasses-100K?mtm_campaign=API-OFA,5/10/2025,6:30:27,2603.84,0.998427868,Neutral,0.519815505
Solana Fires Back at Ethereum With Major Network Upgrade,Negative,https://cryptopanic.com/news/21693933/Solana-Fires-Back-at-Ethereum-With-Major-Network-Upgrade?mtm_campaign=API-OFA,5/10/2025,2:01:48,2603.84,0.99978739,Bullish,0.545445263
Ethereum chart pattern supports &#039;moon shot&#039; rally to new price highs if confirmed — Trader,Neutral,https://cryptopanic.com/news/21715775/Ethereum-chart-pattern-supports-039moon-shot039-rally-to-new-price-highs-if-confirmed-Trader?mtm_campaign=API-OFA,5/11/2025,19:25:57,2602.48,0.999326587,Neutral,0.767117977
"Ethereum liquidations hit $180 million in 24 hours, surpassing Bitcoin losses",Positive,https://cryptopanic.com/news/21714365/Ethereum-liquidations-hit-180-million-in-24-hours-surpassing-Bitcoin-losses?mtm_campaign=API-OFA,5/11/2025,16:30:51,2602.48,0.999991775,Neutral,0.912404716
"Could Ethereum Hit $5,000–$10,000 This Cycle?",Neutral,https://cryptopanic.com/news/21714234/Could-Ethereum-Hit-500010000-This-Cycle?mtm_campaign=API-OFA,5/11/2025,16:06:05,2602.48,0.94103384,Neutral,0.634601653
"Ethereum to $10K &#039;can&#039;t be ruled out&#039; as ETH price makes sharp gains vs. SOL, XRP",Positive,https://cryptopanic.com/news/21714233/Ethereum-to-10K-039can039t-be-ruled-out039-as-ETH-price-makes-sharp-gains-vs-SOL-XRP?mtm_campaign=API-OFA,5/11/2025,16:02:26,2602.48,0.965933859,Neutral,0.548366904
Pectra lets hackers drain wallets with just an offchain signature,Neutral,https://cryptopanic.com/news/21712968/Pectra-lets-hackers-drain-wallets-with-just-an-offchain-signature?mtm_campaign=API-OFA,5/11/2025,13:10:42,2602.48,0.999936819,Neutral,0.96578002
"3 Reasons Why Ethereum (ETH) Moving to $3,000",Neutral,https://cryptopanic.com/news/21710578/3-Reasons-Why-Ethereum-ETH-Moving-to-3000?mtm_campaign=API-OFA,5/11/2025,10:04:00,2602.48,0.995941818,Neutral,0.656241655
New XRP Rally Incoming? Analyst Believes This Cycle Is Unique,Positive,https://cryptopanic.com/news/21716352/New-XRP-Rally-Incoming-Analyst-Believes-This-Cycle-Is-Unique?mtm_campaign=API-OFA,5/11/2025,21:00:51,2603.84,0.999942303,Bullish,0.505443394
Ethereum chart pattern supports &#039;moon shot&#039; rally to new price highs if confirmed — Trader,Neutral,https://cryptopanic.com/news/21715775/Ethereum-chart-pattern-supports-039moon-shot039-rally-to-new-price-highs-if-confirmed-Trader?mtm_campaign=API-OFA,5/11/2025,19:25:57,2603.84,0.999326587,Neutral,0.767117977
"Ethereum liquidations hit $180 million in 24 hours, surpassing Bitcoin losses",Positive,https://cryptopanic.com/news/21714365/Ethereum-liquidations-hit-180-million-in-24-hours-surpassing-Bitcoin-losses?mtm_campaign=API-OFA,5/11/2025,16:30:51,2603.84,0.999991775,Neutral,0.912404716
"Could Ethereum Hit $5,000–$10,000 This Cycle?",Neutral,https://cryptopanic.com/news/21714234/Could-Ethereum-Hit-500010000-This-Cycle?mtm_campaign=API-OFA,5/11/2025,16:06:05,2603.84,0.94103384,Neutral,0.634601653
"Ethereum to $10K &#039;can&#039;t be ruled out&#039; as ETH price makes sharp gains vs. SOL, XRP",Positive,https://cryptopanic.com/news/21714233/Ethereum-to-10K-039can039t-be-ruled-out039-as-ETH-price-makes-sharp-gains-vs-SOL-XRP?mtm_campaign=API-OFA,5/11/2025,16:02:26,2603.84,0.965933859,Neutral,0.548366904
