post,sentiment,url,published_date,published_time,price_xrp
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",neutral,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,2025-03-14,07:59:58,2.41
SEC considers classifying XRP as commodity in settlement talks with Ripple,neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,2025-03-13,17:53:17,2.41
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2025-03-05,12:10:39,2.41
"XRP: 24% Retrace is Mind-Blowing, Ethereum (ETH) Looks Even Worse Than Before, Cardano (ADA): Biggest Volatility Surge in Years",negative,https://cryptopanic.com/news/20781362/XRP-24-Retrace-is-Mind-Blowing-Ethereum-ETH-Looks-Even-Worse-Than-Before-Cardano-ADA-Biggest-Volatility-Surge-in-Years?mtm_campaign=API-OFA,2025-03-05,00:01:00,2.41
Cardano Rallies 43% In Seven Days: What Is Going On With ADA?,neutral,https://cryptopanic.com/news/20780686/Cardano-Rallies-43-In-Seven-Days-What-Is-Going-On-With-ADA?mtm_campaign=API-OFA,2025-03-04,20:03:51,2.41
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,2025-03-03,18:14:25,2.41
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,2025-03-03,08:27:59,2.41
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2025-03-02,19:31:52,2.41
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",neutral,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2025-03-02,17:20:45,2.41
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,2025-03-02,17:11:40,2.41
Trump says Bitcoin and Ethereum will be included in US crypto reserve,neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2025-03-02,16:46:55,2.41
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2025-03-02,16:01:45,2.41
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,2025-03-02,15:47:32,2.41
"Trump to include XRP, SOL, and ADA in US crypto reserve",neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,2025-03-02,15:34:02,2.41
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,positive,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2025-02-19,17:28:08,2.41
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2025-02-19,14:00:23,2.41
SEC Acknowledges Bitwise XRP ETF Filing—Approval Within Reach?,neutral,https://cryptopanic.com/news/20718471/SEC-Acknowledges-Bitwise-XRP-ETF-FilingApproval-Within-Reach?mtm_campaign=API-OFA,2025-02-19,13:49:10,2.41
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",neutral,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2025-02-17,21:00:12,2.41
"XRP Breaks Key Barrier, Surges Past 100-Day SMA And $2.7 Resistance",negative,https://cryptopanic.com/news/20702304/XRP-Breaks-Key-Barrier-Surges-Past-100-Day-SMA-And-27-Resistance?mtm_campaign=API-OFA,2025-02-15,21:30:08,2.41
XRP ETF Filed with Nasdaq as Ripple-CFTC Ties Strengthen,neutral,https://cryptopanic.com/news/20680535/XRP-ETF-Filed-with-Nasdaq-as-Ripple-CFTC-Ties-Strengthen?mtm_campaign=API-OFA,2025-02-11,12:03:46,2.41
"XRP Set for All-Time Highs if Weekly Close Tops This Level, Says Crypto Analyst",neutral,https://cryptopanic.com/news/20670542/XRP-Set-for-All-Time-Highs-if-Weekly-Close-Tops-This-Level-Says-Crypto-Analyst?mtm_campaign=API-OFA,2025-02-09,06:00:39,2.41
Sui Network to unlock millions of SUI this week – Should you be worried?,neutral,https://cryptopanic.com/news/20633173/Sui-Network-to-unlock-millions-of-SUI-this-week-Should-you-be-worried?mtm_campaign=API-OFA,2025-01-31,16:43:16,2.41
XRP Lawsuit News: Ripple CLO Says Case Will Be Withdrawn By SEC Under Atkins in 2025,neutral,https://cryptopanic.com/news/20621922/XRP-Lawsuit-News-Ripple-CLO-Says-Case-Will-Be-Withdrawn-By-SEC-Under-Atkins-in-2025?mtm_campaign=API-OFA,2025-01-29,15:38:29,2.41
Ondo Finance brings tokenized US Treasury fund on Ripple’s XRP Ledger,neutral,https://cryptopanic.com/news/20616755/Ondo-Finance-brings-tokenized-US-Treasury-fund-on-Ripples-XRP-Ledger?mtm_campaign=API-OFA,2025-01-28,15:34:33,2.41
"XRP Lawsuit News: Deaton Says SEC Appeal Likely to Be Dismissed, Reveals What’s Next",neutral,https://cryptopanic.com/news/20581685/XRP-Lawsuit-News-Deaton-Says-SEC-Appeal-Likely-to-Be-Dismissed-Reveals-Whats-Next?mtm_campaign=API-OFA,2025-01-21,12:13:58,2.41
XRP Chart Pattern Predicts Breakout to $4; What's Next?,neutral,https://cryptopanic.com/news/20571435/XRP-Chart-Pattern-Predicts-Breakout-to-4-Whats-Next?mtm_campaign=API-OFA,2025-01-19,09:50:00,2.41
Trump Considers US-based Crypto Reserve,neutral,https://cryptopanic.com/news/20559663/Trump-Considers-US-based-Crypto-Reserve?mtm_campaign=API-OFA,2025-01-16,11:55:47,2.41
XRP surged past $3 for the first time since 2018,neutral,https://cryptopanic.com/news/20555500/XRP-surged-past-3-for-the-first-time-since-2018?mtm_campaign=API-OFA,2025-01-15,18:26:06,2.41
XRP Surges as Wider Crypto Market Remains Flat. Why is it Up Today?,neutral,https://cryptopanic.com/news/20553686/XRP-Surges-as-Wider-Crypto-Market-Remains-Flat-Why-is-it-Up-Today?mtm_campaign=API-OFA,2025-01-15,12:44:01,2.41
"JPMorgan Chase Predicts XRP, Solana ETFs Will Attract up to $8,000,000,000 Each: Report",neutral,https://cryptopanic.com/news/20550095/JPMorgan-Chase-Predicts-XRP-Solana-ETFs-Will-Attract-up-to-8000000000-Each-Report?mtm_campaign=API-OFA,2025-01-14,19:05:24,2.41
Crypto ETFs to Boom in 2025: 50 Launches Predicted,neutral,https://cryptopanic.com/news/20541759/Crypto-ETFs-to-Boom-in-2025-50-Launches-Predicted?mtm_campaign=API-OFA,2025-01-13,08:41:14,2.41
"XRP ‘just days’ away from all-time high breakout, according to analyst",positive,https://cryptopanic.com/news/20535998/XRP-just-days-away-from-all-time-high-breakout-according-to-analyst?mtm_campaign=API-OFA,2025-01-11,11:18:39,2.41
XRP Forms First Bearish Signal of 2025: Details,positive,https://cryptopanic.com/news/20528075/XRP-Forms-First-Bearish-Signal-of-2025-Details?mtm_campaign=API-OFA,2025-01-09,15:58:00,2.41
"U.S. DOJ Approved to Sell 69,370 Bitcoin, Sparking a Crypto Crash",neutral,https://cryptopanic.com/news/20525292/US-DOJ-Approved-to-Sell-69370-Bitcoin-Sparking-a-Crypto-Crash?mtm_campaign=API-OFA,2025-01-09,05:45:08,2.41
"XRP ETF likely to launch after Bitcoin and Ether ETFs, says Ripple President",neutral,https://cryptopanic.com/news/20522087/XRP-ETF-likely-to-launch-after-Bitcoin-and-Ether-ETFs-says-Ripple-President?mtm_campaign=API-OFA,2025-01-08,13:46:50,2.41
XRP Investors Cash Out $1.6 Billion Amid Market Stagnation,neutral,https://cryptopanic.com/news/20520534/XRP-Investors-Cash-Out-16-Billion-Amid-Market-Stagnation?mtm_campaign=API-OFA,2025-01-08,08:34:08,2.41
Cardano Price Witnesses Bullish Resurgence With 26% Rally — Here’s The Likely Catalyst,neutral,https://cryptopanic.com/news/20507062/Cardano-Price-Witnesses-Bullish-Resurgence-With-26-Rally-Heres-The-Likely-Catalyst?mtm_campaign=API-OFA,2025-01-05,08:00:00,2.41
"XRP Trading Volume Soars in South Korea, Surpassing Bitcoin and Ethereum",neutral,https://cryptopanic.com/news/20494994/XRP-Trading-Volume-Soars-in-South-Korea-Surpassing-Bitcoin-and-Ethereum?mtm_campaign=API-OFA,2025-01-01,18:00:38,2.41
Ripple's RLUSD Stablecoin Explodes With 106% Growth in Volumes: Details,neutral,https://cryptopanic.com/news/20482034/Ripples-RLUSD-Stablecoin-Explodes-With-106-Growth-in-Volumes-Details?mtm_campaign=API-OFA,2024-12-28,15:15:00,2.41
Ripple’s RLUSD Stablecoin to Commence Trading Today,neutral,https://cryptopanic.com/news/20418989/Ripples-RLUSD-Stablecoin-to-Commence-Trading-Today?mtm_campaign=API-OFA,2024-12-17,18:04:00,2.41
Cardano founder Charles Hoskinson blasts Wyoming Token Commission boss over ADA and XRP exclusion,neutral,https://cryptopanic.com/news/20406889/Cardano-founder-Charles-Hoskinson-blasts-Wyoming-Token-Commission-boss-over-ADA-and-XRP-exclusion?mtm_campaign=API-OFA,2024-12-14,14:09:41,2.41
Ripple to sell $500 million as XRP struggles in the 4th position by market cap,neutral,https://cryptopanic.com/news/20398759/Ripple-to-sell-500-million-as-XRP-struggles-in-the-4th-position-by-market-cap?mtm_campaign=API-OFA,2024-12-12,14:49:07,2.41
XRP News Today: Ripple’s RLUSD Stablecoin Gets NYDFS Approval,neutral,https://cryptopanic.com/news/20391062/XRP-News-Today-Ripples-RLUSD-Stablecoin-Gets-NYDFS-Approval?mtm_campaign=API-OFA,2024-12-11,04:15:26,2.41
SEC Weighs Solana and XRP ETFs: Altcoin Boom Ahead?,neutral,https://cryptopanic.com/news/20362778/SEC-Weighs-Solana-and-XRP-ETFs-Altcoin-Boom-Ahead?mtm_campaign=API-OFA,2024-12-04,09:15:42,2.41
Ripple XRP’s Price On The Brink Of Unbelievable All-Time Highs As Leak Reveals Mammoth December Bombshell,negative,https://cryptopanic.com/news/20358054/Ripple-XRPs-Price-On-The-Brink-Of-Unbelievable-All-Time-Highs-As-Leak-Reveals-Mammoth-December-Bombshell?mtm_campaign=API-OFA,2024-12-03,10:02:05,2.41
Trump feels manipulated after learning his XRP post was pushed by Ripple-linked lobbyist,neutral,https://cryptopanic.com/news/21663915/Trump-feels-manipulated-after-learning-his-XRP-post-was-pushed-by-Ripple-linked-lobbyist?mtm_campaign=API-OFA,2025-05-08,19:06:30,2.41
"Trump’s Ultra Bullish Crypto Moves To Drive $90 Billion Race For XRP, Solana ETF Approval",neutral,https://cryptopanic.com/news/21552036/Trumps-Ultra-Bullish-Crypto-Moves-To-Drive-90-Billion-Race-For-XRP-Solana-ETF-Approval?mtm_campaign=API-OFA,2025-05-04,19:07:19,2.41
XRP price prediction as world’s first spot ETF goes live,positive,https://cryptopanic.com/news/21359497/XRP-price-prediction-as-worlds-first-spot-ETF-goes-live?mtm_campaign=API-OFA,2025-04-26,15:06:53,2.41
Solana and XRP Leading in ETF Filings,neutral,https://cryptopanic.com/news/21227578/Solana-and-XRP-Leading-in-ETF-Filings?mtm_campaign=API-OFA,2025-04-22,07:59:09,2.41
First-ever XRP ETF to launch in US Tuesday; spot ETF still pending,neutral,https://cryptopanic.com/news/20955819/First-ever-XRP-ETF-to-launch-in-US-Tuesday-spot-ETF-still-pending?mtm_campaign=API-OFA,2025-04-08,03:09:02,2.41
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,2025-03-19,17:08:56,2.41
83% of institutions plan to up crypto allocations in 2025: Coinbase,neutral,https://cryptopanic.com/news/20842762/83-of-institutions-plan-to-up-crypto-allocations-in-2025-Coinbase?mtm_campaign=API-OFA,2025-03-18,19:29:31,2.41
SEC website posts document naming XRP as a strategic asset for U.S.,neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,2025-03-14,11:14:55,2.41
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",neutral,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,2025-03-14,07:59:58,2.41
SEC considers classifying XRP as commodity in settlement talks with Ripple,neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,2025-03-13,17:53:17,2.41
"BTC, ETH, XRP Lead $334.99M Crypto Liquidation, Key Trends To Watch?",neutral,https://cryptopanic.com/news/20801596/BTC-ETH-XRP-Lead-33499M-Crypto-Liquidation-Key-Trends-To-Watch?mtm_campaign=API-OFA,2025-03-09,16:36:00,2.41
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,2025-03-03,08:27:59,2.41
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2025-03-02,19:31:52,2.41
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",neutral,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2025-03-02,17:20:45,2.41
Trump says Bitcoin and Ethereum will be included in US crypto reserve,neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2025-03-02,16:46:55,2.41
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2025-03-02,16:01:45,2.41
"Trump to include XRP, SOL, and ADA in US crypto reserve",neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,2025-03-02,15:34:02,2.41
Coinbase CEO’s Hot Take: Bitcoin Is Basically A ‘Meme Coin’,positive,https://cryptopanic.com/news/20731508/Coinbase-CEOs-Hot-Take-Bitcoin-Is-Basically-A-Meme-Coin?mtm_campaign=API-OFA,2025-02-21,21:00:16,2.41
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",neutral,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2025-02-17,21:00:12,2.41
SEC formally accepts Grayscale XRP and Dogecoin ETF applications for review,neutral,https://cryptopanic.com/news/20694557/SEC-formally-accepts-Grayscale-XRP-and-Dogecoin-ETF-applications-for-review?mtm_campaign=API-OFA,2025-02-14,00:09:53,2.41
Top Altcoins ETF Approvals: Bloomberg’s Predictions,positive,https://cryptopanic.com/news/20678889/Top-Altcoins-ETF-Approvals-Bloombergs-Predictions?mtm_campaign=API-OFA,2025-02-11,06:18:37,2.41
"XRP ETF With Lowest Chance for Approval, Says Bloomberg Analyst",neutral,https://cryptopanic.com/news/20677956/XRP-ETF-With-Lowest-Chance-for-Approval-Says-Bloomberg-Analyst?mtm_campaign=API-OFA,2025-02-11,00:21:57,2.41
Ripple prepares for what could be an $800 million XRP dump in February,neutral,https://cryptopanic.com/news/20648232/Ripple-prepares-for-what-could-be-an-800-million-XRP-dump-in-February?mtm_campaign=API-OFA,2025-02-04,15:03:15,2.41
"CME website hints at XRP, SOL futures debut in February",neutral,https://cryptopanic.com/news/20590634/CME-website-hints-at-XRP-SOL-futures-debut-in-February?mtm_campaign=API-OFA,2025-01-22,21:21:45,2.41
XRP Chart Pattern Predicts Breakout to $4; What's Next?,neutral,https://cryptopanic.com/news/20571435/XRP-Chart-Pattern-Predicts-Breakout-to-4-Whats-Next?mtm_campaign=API-OFA,2025-01-19,09:50:00,2.41
Trump Considers US-based Crypto Reserve,neutral,https://cryptopanic.com/news/20559663/Trump-Considers-US-based-Crypto-Reserve?mtm_campaign=API-OFA,2025-01-16,11:55:47,2.41
"JPMorgan Chase Predicts XRP, Solana ETFs Will Attract up to $8,000,000,000 Each: Report",neutral,https://cryptopanic.com/news/20550095/JPMorgan-Chase-Predicts-XRP-Solana-ETFs-Will-Attract-up-to-8000000000-Each-Report?mtm_campaign=API-OFA,2025-01-14,19:05:24,2.41
Crypto ETFs to Boom in 2025: 50 Launches Predicted,neutral,https://cryptopanic.com/news/20541759/Crypto-ETFs-to-Boom-in-2025-50-Launches-Predicted?mtm_campaign=API-OFA,2025-01-13,08:41:14,2.41
"Bank Of America’s XRP Adoption: Impact, Price Prediction",neutral,https://cryptopanic.com/news/20534737/Bank-Of-Americas-XRP-Adoption-Impact-Price-Prediction?mtm_campaign=API-OFA,2025-01-10,23:42:00,2.41
XRP Forms First Bearish Signal of 2025: Details,positive,https://cryptopanic.com/news/20528075/XRP-Forms-First-Bearish-Signal-of-2025-Details?mtm_campaign=API-OFA,2025-01-09,15:58:00,2.41
XRP Investors Cash Out $1.6 Billion Amid Market Stagnation,neutral,https://cryptopanic.com/news/20520534/XRP-Investors-Cash-Out-16-Billion-Amid-Market-Stagnation?mtm_campaign=API-OFA,2025-01-08,08:34:08,2.41
Ripple's RLUSD Stablecoin Explodes With 106% Growth in Volumes: Details,neutral,https://cryptopanic.com/news/20482034/Ripples-RLUSD-Stablecoin-Explodes-With-106-Growth-in-Volumes-Details?mtm_campaign=API-OFA,2024-12-28,15:15:00,2.41
Ripple’s CEO Now Highlights XRP’s Potential Across Industries,neutral,https://cryptopanic.com/news/20461649/Ripples-CEO-Now-Highlights-XRPs-Potential-Across-Industries?mtm_campaign=API-OFA,2024-12-22,20:59:59,2.41
XRP Bounce Back To $2.45: Experts Say It May Never Fall Below $2 Again,neutral,https://cryptopanic.com/news/20406512/XRP-Bounce-Back-To-245-Experts-Say-It-May-Never-Fall-Below-2-Again?mtm_campaign=API-OFA,2024-12-14,11:50:39,2.41
Ripple to sell $500 million as XRP struggles in the 4th position by market cap,neutral,https://cryptopanic.com/news/20398759/Ripple-to-sell-500-million-as-XRP-struggles-in-the-4th-position-by-market-cap?mtm_campaign=API-OFA,2024-12-12,14:49:07,2.41
SEC Weighs Solana and XRP ETFs: Altcoin Boom Ahead?,neutral,https://cryptopanic.com/news/20362778/SEC-Weighs-Solana-and-XRP-ETFs-Altcoin-Boom-Ahead?mtm_campaign=API-OFA,2024-12-04,09:15:42,2.41
$100 billion WisdomTree files for XRP ETF via Delaware trust,neutral,https://cryptopanic.com/news/20317532/100-billion-WisdomTree-files-for-XRP-ETF-via-Delaware-trust?mtm_campaign=API-OFA,2024-11-25,16:39:10,2.41
"Trump Presidency Unlocked $800 Billion for US Crypto, Says Ripple CEO as ADA, SOL, and XRP Eye Golden Era",positive,https://cryptopanic.com/news/20255748/Trump-Presidency-Unlocked-800-Billion-for-US-Crypto-Says-Ripple-CEO-as-ADA-SOL-and-XRP-Eye-Golden-Era?mtm_campaign=API-OFA,2024-11-17,08:53:09,2.41
Canary Capital Files for First Hedera (HBAR) Spot ETF with SEC: Will It Be Approved?,neutral,https://cryptopanic.com/news/20222172/Canary-Capital-Files-for-First-Hedera-HBAR-Spot-ETF-with-SEC-Will-It-Be-Approved?mtm_campaign=API-OFA,2024-11-12,19:20:06,2.41
Institutional Demand Drives Confidence for Ripple's XRP,neutral,https://cryptopanic.com/news/20148037/Institutional-Demand-Drives-Confidence-for-Ripples-XRP?mtm_campaign=API-OFA,2024-11-02,16:10:57,2.41
Ripple CEO Slams SEC for Ignoring Court Ruling on XRP,neutral,https://cryptopanic.com/news/20000476/Ripple-CEO-Slams-SEC-for-Ignoring-Court-Ruling-on-XRP?mtm_campaign=API-OFA,2024-10-14,07:27:47,2.41
Ripple Slams SEC Over Latest Appeal,positive,https://cryptopanic.com/news/19969125/Ripple-Slams-SEC-Over-Latest-Appeal?mtm_campaign=API-OFA,2024-10-04,10:00:27,2.41
SEC’s XRP Appeal: Ripple’s Legal Fight Heats Up Again,neutral,https://cryptopanic.com/news/19965957/SECs-XRP-Appeal-Ripples-Legal-Fight-Heats-Up-Again?mtm_campaign=API-OFA,2024-10-03,13:02:08,2.41
Grayscale Predicts Top Altcoins that Can Outperform in Q4 2024,positive,https://cryptopanic.com/news/19946264/Grayscale-Predicts-Top-Altcoins-that-Can-Outperform-in-Q4-2024?mtm_campaign=API-OFA,2024-09-27,13:15:53,2.41
Ripple’s Price Outlook for September: Is XRP the Altcoin to Watch?,neutral,https://cryptopanic.com/news/19905088/Ripples-Price-Outlook-for-September-Is-XRP-the-Altcoin-to-Watch?mtm_campaign=API-OFA,2024-09-16,05:07:39,2.41
Is Grayscale’s Ripple Trust the Way Toward a Spot XRP ETF in the US?,neutral,https://cryptopanic.com/news/19901464/Is-Grayscales-Ripple-Trust-the-Way-Toward-a-Spot-XRP-ETF-in-the-US?mtm_campaign=API-OFA,2024-09-14,05:33:00,2.41
"XRP Taps $0.57 After Grayscale’s Ripple Trust Launch, BTC Shaky at $58K (Market Watch)",negative,https://cryptopanic.com/news/19898315/XRP-Taps-057-After-Grayscales-Ripple-Trust-Launch-BTC-Shaky-at-58K-Market-Watch?mtm_campaign=API-OFA,2024-09-13,08:56:59,2.41
Ripple Seeks Delay on $125M Fine in SEC Legal Battle,positive,https://cryptopanic.com/news/19874761/Ripple-Seeks-Delay-on-125M-Fine-in-SEC-Legal-Battle?mtm_campaign=API-OFA,2024-09-06,08:58:59,2.41
Pro-XRP Lawyer Deaton Wins GOP Nomination to Challenge Warren,positive,https://cryptopanic.com/news/19870310/Pro-XRP-Lawyer-Deaton-Wins-GOP-Nomination-to-Challenge-Warren?mtm_campaign=API-OFA,2024-09-05,08:21:15,2.41
Ripple (XRP) IPO in the US? CEO Brad Garlinghouse Weighs In,neutral,https://cryptopanic.com/news/19865796/Ripple-XRP-IPO-in-the-US-CEO-Brad-Garlinghouse-Weighs-In?mtm_campaign=API-OFA,2024-09-04,07:36:27,2.41
Important Ripple (XRP) Update August 29: Details,positive,https://cryptopanic.com/news/19846176/Important-Ripple-XRP-Update-August-29-Details?mtm_campaign=API-OFA,2024-08-29,08:37:56,2.41
SEC to Appeal Court Ruling in Ripple XRP Case,neutral,https://cryptopanic.com/news/19776875/SEC-to-Appeal-Court-Ruling-in-Ripple-XRP-Case?mtm_campaign=API-OFA,2024-08-09,08:21:37,2.41
Ripple Faces Backlash from XRP Developers,neutral,https://cryptopanic.com/news/19760448/Ripple-Faces-Backlash-from-XRP-Developers?mtm_campaign=API-OFA,2024-08-05,10:12:41,2.41
"Ripple prepares to sell 200 million XRP in August, worth $110 million",positive,https://cryptopanic.com/news/19758013/Ripple-prepares-to-sell-200-million-XRP-in-August-worth-110-million?mtm_campaign=API-OFA,2024-08-04,13:04:59,2.41
"Large-Cap Ethereum Rival Forming a Bullish Pattern That Could See It Surge by up to 63%, Says Crypto Trader",neutral,https://cryptopanic.com/news/19754927/Large-Cap-Ethereum-Rival-Forming-a-Bullish-Pattern-That-Could-See-It-Surge-by-up-to-63-Says-Crypto-Trader?mtm_campaign=API-OFA,2024-08-02,19:55:40,2.41
"XRP and SOL Retrace Hard, While BTC Price Dropped to 2-Week Lows (Market Watch)",negative,https://cryptopanic.com/news/19748452/XRP-and-SOL-Retrace-Hard-While-BTC-Price-Dropped-to-2-Week-Lows-Market-Watch?mtm_campaign=API-OFA,2024-08-01,08:43:17,2.41
Solana Price Forecast: Can SOL Beat XRP to Secure ETF Approval?,positive,https://cryptopanic.com/news/19729171/Solana-Price-Forecast-Can-SOL-Beat-XRP-to-Secure-ETF-Approval?mtm_campaign=API-OFA,2024-07-26,14:16:37,2.41
Ripple joins the fintench big league despite legal battles,neutral,https://cryptopanic.com/news/19678607/Ripple-joins-the-fintench-big-league-despite-legal-battles?mtm_campaign=API-OFA,2024-07-11,21:34:30,2.41
XRP Lawsuit: SEC Sticks to $2 Billion Fine on Ripple As Pressure On XRP Soars — Is This Your Buy Signal?,positive,https://cryptopanic.com/news/19657746/XRP-Lawsuit-SEC-Sticks-to-2-Billion-Fine-on-Ripple-As-Pressure-On-XRP-Soars-Is-This-Your-Buy-Signal?mtm_campaign=API-OFA,2024-07-05,13:47:03,2.41
Will XRP shorting activity serve as ‘rocket fuel’ for an explosive rally?,neutral,https://cryptopanic.com/news/19610339/Will-XRP-shorting-activity-serve-as-rocket-fuel-for-an-explosive-rally?mtm_campaign=API-OFA,2024-06-21,14:20:54,2.41
"XRP Becomes Third Largest Crypto After 21% Surge, Can it Overtake ETH?",neutral,https://cryptopanic.com/news/21795587/XRP-Becomes-Third-Largest-Crypto-After-21-Surge-Can-it-Overtake-ETH?mtm_campaign=API-OFA,2025-05-14,13:44:02,2.41
XRP Price Needs Just 113% Surge to Flip Ethereum: Will This Happen ?,neutral,https://cryptopanic.com/news/21786950/XRP-Price-Needs-Just-113-Surge-to-Flip-Ethereum-Will-This-Happen?mtm_campaign=API-OFA,2025-05-14,08:55:12,2.41
XRP futures open interest surges by more than $1 billion in a week,positive,https://cryptopanic.com/news/21763707/XRP-futures-open-interest-surges-by-more-than-1-billion-in-a-week?mtm_campaign=API-OFA,2025-05-13,13:28:13,2.41
Ripple’s XRP Whales Bet On $5 XRP Price In May As Bulls Eye New Monthly Peak,positive,https://cryptopanic.com/news/21713068/Ripples-XRP-Whales-Bet-On-5-XRP-Price-In-May-As-Bulls-Eye-New-Monthly-Peak?mtm_campaign=API-OFA,2025-05-11,13:35:21,2.41
